# wavelength[µm] (rp/rs)^2 error
1.64033435e+00 1.93309732e-02 1.93309732e-07
1.63458675e+00 1.93400738e-02 1.93400738e-07
1.62885930e+00 1.93628448e-02 1.93628448e-07
1.62315192e+00 1.93615864e-02 1.93615864e-07
1.61746453e+00 1.93976775e-02 1.93976775e-07
1.61179707e+00 1.94498141e-02 1.94498141e-07
1.60614947e+00 1.94159128e-02 1.94159128e-07
1.60052166e+00 1.94393668e-02 1.94393668e-07
1.59491357e+00 1.94551379e-02 1.94551379e-07
1.58932513e+00 1.94792693e-02 1.94792693e-07
1.58375627e+00 1.95139313e-02 1.95139313e-07
1.57820692e+00 1.95126139e-02 1.95126139e-07
1.57267702e+00 1.95129386e-02 1.95129386e-07
1.56716649e+00 1.95499200e-02 1.95499200e-07
1.56167528e+00 1.95609518e-02 1.95609518e-07
1.55620330e+00 1.96058289e-02 1.96058289e-07
1.55075049e+00 1.96065950e-02 1.96065950e-07
1.54531680e+00 1.96162266e-02 1.96162266e-07
1.53990214e+00 1.95893179e-02 1.95893179e-07
1.53450645e+00 1.96532022e-02 1.96532022e-07
1.52912967e+00 1.96189770e-02 1.96189770e-07
1.52377173e+00 1.96329410e-02 1.96329410e-07
1.51843257e+00 1.96505547e-02 1.96505547e-07
1.51311211e+00 1.96319558e-02 1.96319558e-07
1.50781029e+00 1.96457485e-02 1.96457485e-07
1.50252705e+00 1.96956881e-02 1.96956881e-07
1.49726232e+00 1.96844141e-02 1.96844141e-07
1.49201605e+00 1.96918619e-02 1.96918619e-07
1.48678815e+00 1.96751931e-02 1.96751931e-07
1.48157857e+00 1.97075840e-02 1.97075840e-07
1.47638724e+00 1.97182766e-02 1.97182766e-07
1.47121411e+00 1.97070059e-02 1.97070059e-07
1.46605910e+00 1.96763132e-02 1.96763132e-07
1.46092215e+00 1.96736437e-02 1.96736437e-07
1.45580321e+00 1.97222634e-02 1.97222634e-07
1.45070220e+00 1.97208062e-02 1.97208062e-07
1.44561906e+00 1.97140649e-02 1.97140649e-07
1.44055373e+00 1.96780266e-02 1.96780266e-07
1.43550615e+00 1.97167942e-02 1.97167942e-07
1.43047626e+00 1.97239969e-02 1.97239969e-07
1.42546400e+00 1.97369277e-02 1.97369277e-07
1.42046929e+00 1.97430459e-02 1.97430459e-07
1.41549209e+00 1.96924625e-02 1.96924625e-07
1.41053232e+00 1.96948470e-02 1.96948470e-07
1.40558994e+00 1.97002646e-02 1.97002646e-07
1.40066487e+00 1.97017609e-02 1.97017609e-07
1.39575706e+00 1.96713155e-02 1.96713155e-07
1.39086645e+00 1.96406571e-02 1.96406571e-07
1.38599297e+00 1.96210007e-02 1.96210007e-07
1.38113657e+00 1.96370177e-02 1.96370177e-07
1.37629718e+00 1.96097109e-02 1.96097109e-07
1.37147476e+00 1.96779092e-02 1.96779092e-07
1.36666922e+00 1.96908585e-02 1.96908585e-07
1.36188053e+00 1.96595176e-02 1.96595176e-07
1.35710862e+00 1.95910628e-02 1.95910628e-07
1.35235343e+00 1.96348288e-02 1.96348288e-07
1.34761489e+00 1.94950962e-02 1.94950962e-07
1.34289297e+00 1.96096807e-02 1.96096807e-07
1.33818758e+00 1.95324619e-02 1.95324619e-07
1.33349869e+00 1.94858645e-02 1.94858645e-07
1.32882622e+00 1.91823734e-02 1.91823734e-07
1.32417013e+00 1.91257333e-02 1.91257333e-07
1.31953035e+00 1.90811967e-02 1.90811967e-07
1.31490683e+00 1.90599684e-02 1.90599684e-07
1.31029951e+00 1.90757520e-02 1.90757520e-07
1.30570833e+00 1.90241598e-02 1.90241598e-07
1.30113324e+00 1.89794386e-02 1.89794386e-07
1.29657418e+00 1.89794966e-02 1.89794966e-07
1.29203109e+00 1.89862672e-02 1.89862672e-07
1.28750392e+00 1.89859518e-02 1.89859518e-07
1.28299262e+00 1.89644831e-02 1.89644831e-07
1.27849712e+00 1.89994288e-02 1.89994288e-07
1.27401738e+00 1.90070885e-02 1.90070885e-07
1.26955333e+00 1.90519988e-02 1.90519988e-07
1.26510492e+00 1.90533071e-02 1.90533071e-07
1.26067210e+00 1.90226831e-02 1.90226831e-07
1.25625481e+00 1.90205137e-02 1.90205137e-07
1.25185300e+00 1.90085712e-02 1.90085712e-07
1.24746662e+00 1.90464173e-02 1.90464173e-07
1.24309560e+00 1.90490915e-02 1.90490915e-07
1.23873990e+00 1.90785312e-02 1.90785312e-07
1.23439946e+00 1.91122598e-02 1.91122598e-07
1.23007423e+00 1.91072898e-02 1.91072898e-07
1.22576416e+00 1.90946277e-02 1.90946277e-07
1.22146918e+00 1.91021603e-02 1.91021603e-07
1.21718926e+00 1.91266025e-02 1.91266025e-07
1.21292433e+00 1.91539412e-02 1.91539412e-07
1.20867435e+00 1.91402019e-02 1.91402019e-07
1.20443925e+00 1.91543418e-02 1.91543418e-07
1.20021900e+00 1.91663523e-02 1.91663523e-07
1.19601354e+00 1.91961396e-02 1.91961396e-07
1.19182281e+00 1.92143383e-02 1.92143383e-07
1.18764676e+00 1.91862085e-02 1.91862085e-07
1.18348535e+00 1.91951729e-02 1.91951729e-07
1.17933852e+00 1.92270648e-02 1.92270648e-07
1.17520621e+00 1.92760937e-02 1.92760937e-07
1.17108839e+00 1.92192726e-02 1.92192726e-07
1.16698500e+00 1.92311279e-02 1.92311279e-07
1.16289598e+00 1.92080788e-02 1.92080788e-07
1.15882129e+00 1.92280531e-02 1.92280531e-07
1.15476088e+00 1.92292489e-02 1.92292489e-07
1.15071470e+00 1.91715433e-02 1.91715433e-07
1.14668269e+00 1.91753945e-02 1.91753945e-07
1.14266481e+00 1.92530293e-02 1.92530293e-07
1.13866101e+00 1.91540646e-02 1.91540646e-07
1.13467124e+00 1.92745489e-02 1.92745489e-07
1.13069545e+00 1.91508942e-02 1.91508942e-07
1.12673359e+00 1.90579308e-02 1.90579308e-07
1.12278561e+00 1.90919929e-02 1.90919929e-07
1.11885147e+00 1.90819826e-02 1.90819826e-07
1.11493111e+00 1.90774002e-02 1.90774002e-07
1.11102448e+00 1.91422324e-02 1.91422324e-07
1.10713155e+00 1.90242599e-02 1.90242599e-07
1.10325225e+00 1.89938181e-02 1.89938181e-07
1.09938655e+00 1.90037235e-02 1.90037235e-07
1.09553439e+00 1.89586104e-02 1.89586104e-07
1.09169573e+00 1.89309919e-02 1.89309919e-07
1.08787053e+00 1.87699956e-02 1.87699956e-07
1.08405872e+00 1.86770371e-02 1.86770371e-07
1.08026027e+00 1.86428801e-02 1.86428801e-07
1.07647513e+00 1.86807324e-02 1.86807324e-07
1.07270325e+00 1.86561373e-02 1.86561373e-07
1.06894459e+00 1.86447716e-02 1.86447716e-07
1.06519910e+00 1.86566102e-02 1.86566102e-07
1.06146673e+00 1.86748586e-02 1.86748586e-07
1.05774745e+00 1.87209114e-02 1.87209114e-07
1.05404119e+00 1.87144112e-02 1.87144112e-07
1.05034792e+00 1.87020350e-02 1.87020350e-07
1.04666759e+00 1.87332382e-02 1.87332382e-07
1.04300015e+00 1.87493646e-02 1.87493646e-07
1.03934557e+00 1.87887350e-02 1.87887350e-07
1.03570379e+00 1.87523271e-02 1.87523271e-07
1.03207477e+00 1.88088004e-02 1.88088004e-07
1.02845847e+00 1.88241062e-02 1.88241062e-07
1.02485484e+00 1.88714019e-02 1.88714019e-07
1.02126384e+00 1.88959873e-02 1.88959873e-07
1.01768541e+00 1.88434064e-02 1.88434064e-07
1.01411953e+00 1.88394042e-02 1.88394042e-07
1.01056614e+00 1.88349875e-02 1.88349875e-07
1.00702521e+00 1.88587276e-02 1.88587276e-07
1.00349667e+00 1.88777934e-02 1.88777934e-07
9.99980508e-01 1.89088496e-02 1.89088496e-07
9.96476661e-01 1.89002648e-02 1.89002648e-07
9.92985092e-01 1.89188583e-02 1.89188583e-07
9.89505757e-01 1.89285080e-02 1.89285080e-07
9.86038613e-01 1.89589506e-02 1.89589506e-07
9.82583617e-01 1.90055080e-02 1.90055080e-07
9.79140728e-01 1.89736538e-02 1.89736538e-07
9.75709902e-01 1.89438669e-02 1.89438669e-07
9.72291098e-01 1.89720539e-02 1.89720539e-07
9.68884273e-01 1.89020836e-02 1.89020836e-07
9.65489385e-01 1.89293269e-02 1.89293269e-07
9.62106392e-01 1.88693785e-02 1.88693785e-07
9.58735253e-01 1.88870620e-02 1.88870620e-07
9.55375926e-01 1.88742761e-02 1.88742761e-07
9.52028370e-01 1.88715559e-02 1.88715559e-07
9.48692544e-01 1.88793347e-02 1.88793347e-07
9.45368406e-01 1.88661307e-02 1.88661307e-07
9.42055916e-01 1.89302481e-02 1.89302481e-07
9.38755032e-01 1.88942219e-02 1.88942219e-07
9.35465714e-01 1.89177604e-02 1.89177604e-07
9.32187922e-01 1.89401011e-02 1.89401011e-07
9.28921615e-01 1.89831680e-02 1.89831680e-07
9.25666753e-01 1.86684395e-02 1.86684395e-07
9.22423295e-01 1.85102629e-02 1.85102629e-07
9.19191202e-01 1.86022311e-02 1.86022311e-07
9.15970435e-01 1.85375418e-02 1.85375418e-07
9.12760952e-01 1.84847440e-02 1.84847440e-07
9.09562716e-01 1.84054076e-02 1.84054076e-07
9.06375685e-01 1.84339857e-02 1.84339857e-07
9.03199822e-01 1.84272786e-02 1.84272786e-07
9.00035087e-01 1.84868477e-02 1.84868477e-07
8.96881440e-01 1.84686980e-02 1.84686980e-07
8.93738844e-01 1.85058151e-02 1.85058151e-07
8.90607259e-01 1.84384151e-02 1.84384151e-07
8.87486647e-01 1.83746953e-02 1.83746953e-07
8.84376970e-01 1.83280631e-02 1.83280631e-07
8.81278188e-01 1.83310948e-02 1.83310948e-07
8.78190264e-01 1.83369038e-02 1.83369038e-07
8.75113160e-01 1.83341656e-02 1.83341656e-07
8.72046838e-01 1.83491805e-02 1.83491805e-07
8.68991260e-01 1.83653487e-02 1.83653487e-07
8.65946389e-01 1.83697306e-02 1.83697306e-07
8.62912187e-01 1.83544419e-02 1.83544419e-07
8.59888616e-01 1.83844460e-02 1.83844460e-07
8.56875639e-01 1.83880057e-02 1.83880057e-07
8.53873220e-01 1.83856116e-02 1.83856116e-07
8.50881321e-01 1.83920637e-02 1.83920637e-07
8.47899905e-01 1.84245842e-02 1.84245842e-07
8.44928936e-01 1.84126966e-02 1.84126966e-07
8.41968377e-01 1.84165189e-02 1.84165189e-07
8.39018191e-01 1.83660636e-02 1.83660636e-07
8.36078343e-01 1.84030008e-02 1.84030008e-07
8.33148796e-01 1.83657043e-02 1.83657043e-07
8.30229513e-01 1.83705604e-02 1.83705604e-07
8.27320460e-01 1.83491664e-02 1.83491664e-07
8.24421599e-01 1.83763581e-02 1.83763581e-07
8.21532896e-01 1.83383468e-02 1.83383468e-07
8.18654315e-01 1.83575356e-02 1.83575356e-07
8.15785820e-01 1.83090319e-02 1.83090319e-07
8.12927376e-01 1.84057047e-02 1.84057047e-07
8.10078947e-01 1.83692680e-02 1.83692680e-07
8.07240500e-01 1.82138282e-02 1.82138282e-07
8.04411998e-01 1.81528130e-02 1.81528130e-07
8.01593407e-01 1.81383159e-02 1.81383159e-07
7.98784691e-01 1.81408124e-02 1.81408124e-07
7.95985818e-01 1.81067538e-02 1.81067538e-07
7.93196751e-01 1.81284187e-02 1.81284187e-07
7.90417457e-01 1.81707242e-02 1.81707242e-07
7.87647902e-01 1.81154965e-02 1.81154965e-07
7.84888051e-01 1.81162175e-02 1.81162175e-07
7.82137870e-01 1.81305869e-02 1.81305869e-07
7.79397325e-01 1.81019542e-02 1.81019542e-07
7.76666383e-01 1.81060160e-02 1.81060160e-07
7.73945011e-01 1.81347002e-02 1.81347002e-07
7.71233173e-01 1.80946029e-02 1.80946029e-07
7.68530838e-01 1.81133981e-02 1.81133981e-07
7.65837971e-01 1.81533301e-02 1.81533301e-07
7.63154540e-01 1.81712714e-02 1.81712714e-07
7.60480511e-01 1.81888858e-02 1.81888858e-07
7.57815853e-01 1.82224331e-02 1.82224331e-07
7.55160530e-01 1.82191358e-02 1.82191358e-07
7.52514512e-01 1.82437703e-02 1.82437703e-07
7.49877765e-01 1.82155556e-02 1.82155556e-07
7.47250257e-01 1.82036623e-02 1.82036623e-07
7.44631956e-01 1.81620638e-02 1.81620638e-07
7.42022829e-01 1.81218329e-02 1.81218329e-07
7.39422844e-01 1.81446550e-02 1.81446550e-07
7.36831970e-01 1.81542538e-02 1.81542538e-07
7.34250173e-01 1.81389676e-02 1.81389676e-07
7.31677423e-01 1.81775460e-02 1.81775460e-07
7.29113688e-01 1.81540550e-02 1.81540550e-07
7.26558935e-01 1.81787302e-02 1.81787302e-07
7.24013135e-01 1.81988838e-02 1.81988838e-07
7.21476254e-01 1.82319587e-02 1.82319587e-07
7.18948263e-01 1.81432283e-02 1.81432283e-07
7.16429129e-01 1.82339417e-02 1.82339417e-07
7.13918823e-01 1.79641807e-02 1.79641807e-07
7.11417312e-01 1.79583538e-02 1.79583538e-07
7.08924566e-01 1.79657813e-02 1.79657813e-07
7.06440555e-01 1.79235412e-02 1.79235412e-07
7.03965247e-01 1.79205082e-02 1.79205082e-07
7.01498613e-01 1.78561166e-02 1.78561166e-07
6.99040622e-01 1.78406514e-02 1.78406514e-07
6.96591243e-01 1.78802904e-02 1.78802904e-07
6.94150446e-01 1.79481079e-02 1.79481079e-07
6.91718202e-01 1.79276809e-02 1.79276809e-07
6.89294480e-01 1.77929774e-02 1.77929774e-07
6.86879251e-01 1.78041977e-02 1.78041977e-07
6.84472485e-01 1.77899016e-02 1.77899016e-07
6.82074152e-01 1.77882665e-02 1.77882665e-07
6.79684222e-01 1.77948953e-02 1.77948953e-07
6.77302666e-01 1.77855018e-02 1.77855018e-07
6.74929455e-01 1.77915664e-02 1.77915664e-07
6.72564560e-01 1.77703626e-02 1.77703626e-07
6.70207951e-01 1.77762822e-02 1.77762822e-07
6.67859599e-01 1.77679038e-02 1.77679038e-07
6.65519476e-01 1.77649020e-02 1.77649020e-07
6.63187553e-01 1.77712850e-02 1.77712850e-07
6.60863800e-01 1.77778193e-02 1.77778193e-07
6.58548189e-01 1.78034937e-02 1.78034937e-07
6.56240692e-01 1.77824795e-02 1.77824795e-07
6.53941281e-01 1.77784975e-02 1.77784975e-07
6.51649926e-01 1.78129287e-02 1.78129287e-07
6.49366600e-01 1.77934892e-02 1.77934892e-07
6.47091275e-01 1.78190880e-02 1.78190880e-07
6.44823922e-01 1.77456914e-02 1.77456914e-07
6.42564514e-01 1.77058736e-02 1.77058736e-07
6.40313023e-01 1.76975815e-02 1.76975815e-07
6.38069421e-01 1.77105090e-02 1.77105090e-07
6.35833680e-01 1.76954065e-02 1.76954065e-07
6.33605773e-01 1.77048815e-02 1.77048815e-07
6.31385672e-01 1.76987500e-02 1.76987500e-07
6.29173350e-01 1.77114552e-02 1.77114552e-07
6.26968780e-01 1.77209059e-02 1.77209059e-07
6.24771935e-01 1.77228720e-02 1.77228720e-07
6.22582787e-01 1.77193045e-02 1.77193045e-07
6.20401310e-01 1.77223986e-02 1.77223986e-07
6.18227477e-01 1.77112439e-02 1.77112439e-07
6.16061261e-01 1.77163703e-02 1.77163703e-07
6.13902634e-01 1.77047117e-02 1.77047117e-07
6.11751572e-01 1.76959162e-02 1.76959162e-07
6.09608046e-01 1.77070441e-02 1.77070441e-07
6.07472032e-01 1.77168244e-02 1.77168244e-07
6.05343501e-01 1.77035733e-02 1.77035733e-07
6.03222429e-01 1.76954215e-02 1.76954215e-07
6.01108789e-01 1.77156663e-02 1.77156663e-07
5.99002555e-01 1.77423854e-02 1.77423854e-07
5.96903701e-01 1.77346346e-02 1.77346346e-07
5.94812201e-01 1.77503667e-02 1.77503667e-07
5.92728030e-01 1.77220750e-02 1.77220750e-07
5.90651162e-01 1.77664028e-02 1.77664028e-07
5.88581570e-01 1.77316047e-02 1.77316047e-07
5.86519230e-01 1.76787234e-02 1.76787234e-07
5.84464117e-01 1.76417267e-02 1.76417267e-07
5.82416204e-01 1.76461238e-02 1.76461238e-07
5.80375468e-01 1.76546715e-02 1.76546715e-07
5.78341881e-01 1.76316825e-02 1.76316825e-07
5.76315421e-01 1.76338208e-02 1.76338208e-07
5.74296061e-01 1.76353778e-02 1.76353778e-07
5.72283776e-01 1.76441384e-02 1.76441384e-07
5.70278542e-01 1.76370751e-02 1.76370751e-07
5.68280335e-01 1.76498269e-02 1.76498269e-07
5.66289129e-01 1.76280330e-02 1.76280330e-07
5.64304900e-01 1.76319215e-02 1.76319215e-07
5.62327624e-01 1.76322869e-02 1.76322869e-07
5.60357276e-01 1.76367867e-02 1.76367867e-07
5.58393831e-01 1.76424284e-02 1.76424284e-07
5.56437267e-01 1.76388036e-02 1.76388036e-07
5.54487558e-01 1.76471124e-02 1.76471124e-07
5.52544681e-01 1.76460647e-02 1.76460647e-07
5.50608611e-01 1.76509106e-02 1.76509106e-07
5.48679326e-01 1.76530268e-02 1.76530268e-07
5.46756800e-01 1.76610892e-02 1.76610892e-07
5.44841011e-01 1.76545662e-02 1.76545662e-07
5.42931934e-01 1.76643069e-02 1.76643069e-07
5.41029547e-01 1.76653652e-02 1.76653652e-07
5.39133825e-01 1.76581567e-02 1.76581567e-07
5.37244746e-01 1.76652807e-02 1.76652807e-07
5.35362287e-01 1.76662322e-02 1.76662322e-07
5.33486423e-01 1.76660923e-02 1.76660923e-07
5.31617132e-01 1.76747994e-02 1.76747994e-07
5.29754391e-01 1.76739007e-02 1.76739007e-07
5.27898176e-01 1.76777943e-02 1.76777943e-07
5.26048466e-01 1.76782069e-02 1.76782069e-07
5.24205237e-01 1.76783062e-02 1.76783062e-07
5.22368466e-01 1.76825749e-02 1.76825749e-07
5.20538132e-01 1.76840270e-02 1.76840270e-07
5.18714210e-01 1.76884720e-02 1.76884720e-07
5.16896680e-01 1.76962135e-02 1.76962135e-07
5.15085518e-01 1.76994922e-02 1.76994922e-07
5.13280702e-01 1.77039502e-02 1.77039502e-07
5.11482210e-01 1.77075572e-02 1.77075572e-07
5.09690020e-01 1.77099346e-02 1.77099346e-07
5.07904110e-01 1.77137841e-02 1.77137841e-07
5.06124457e-01 1.77194132e-02 1.77194132e-07
5.04351040e-01 1.77297265e-02 1.77297265e-07
5.02583837e-01 1.77284473e-02 1.77284473e-07
5.00822826e-01 1.77206526e-02 1.77206526e-07
4.99067985e-01 1.77258738e-02 1.77258738e-07
4.97319294e-01 1.77256114e-02 1.77256114e-07
4.95576729e-01 1.77278525e-02 1.77278525e-07
4.93840270e-01 1.77323537e-02 1.77323537e-07
4.92109896e-01 1.77355086e-02 1.77355086e-07
4.90385585e-01 1.77388767e-02 1.77388767e-07
4.88667316e-01 1.77423680e-02 1.77423680e-07
4.86955067e-01 1.77462216e-02 1.77462216e-07
4.85248818e-01 1.77505383e-02 1.77505383e-07
4.83548547e-01 1.77540074e-02 1.77540074e-07
4.81854234e-01 1.77584714e-02 1.77584714e-07
4.80165858e-01 1.77626656e-02 1.77626656e-07
4.78483398e-01 1.77672472e-02 1.77672472e-07
4.76806833e-01 1.77714262e-02 1.77714262e-07
4.75136142e-01 1.77747305e-02 1.77747305e-07
4.73471306e-01 1.77800974e-02 1.77800974e-07
4.71812302e-01 1.77826299e-02 1.77826299e-07
4.70159112e-01 1.77869493e-02 1.77869493e-07
4.68511715e-01 1.77912552e-02 1.77912552e-07
4.66870090e-01 1.77942466e-02 1.77942466e-07
4.65234217e-01 1.77978356e-02 1.77978356e-07
4.63604075e-01 1.78016751e-02 1.78016751e-07
4.61979646e-01 1.78052839e-02 1.78052839e-07
4.60360909e-01 1.78092180e-02 1.78092180e-07
4.58747843e-01 1.78135445e-02 1.78135445e-07
4.57140430e-01 1.78177439e-02 1.78177439e-07
4.55538649e-01 1.78226974e-02 1.78226974e-07
4.53942480e-01 1.78265138e-02 1.78265138e-07
4.52351904e-01 1.78307813e-02 1.78307813e-07
4.50766902e-01 1.78350088e-02 1.78350088e-07
4.49187453e-01 1.78396269e-02 1.78396269e-07
4.47613538e-01 1.78437700e-02 1.78437700e-07
4.46045139e-01 1.78479131e-02 1.78479131e-07
4.44482234e-01 1.78520583e-02 1.78520583e-07
4.42924807e-01 1.78568660e-02 1.78568660e-07
4.41372836e-01 1.78593416e-02 1.78593416e-07
4.39826303e-01 1.78636435e-02 1.78636435e-07
4.38285189e-01 1.78672085e-02 1.78672085e-07
4.36749475e-01 1.78713230e-02 1.78713230e-07
4.35219142e-01 1.78753546e-02 1.78753546e-07
4.33694171e-01 1.78795734e-02 1.78795734e-07
4.32174544e-01 1.78837848e-02 1.78837848e-07
4.30660241e-01 1.78881118e-02 1.78881118e-07
4.29151244e-01 1.78923208e-02 1.78923208e-07
4.27647535e-01 1.78966683e-02 1.78966683e-07
4.26149094e-01 1.79009761e-02 1.79009761e-07
4.24655904e-01 1.79052783e-02 1.79052783e-07
4.23167946e-01 1.79095447e-02 1.79095447e-07
4.21685201e-01 1.79136691e-02 1.79136691e-07
4.20207652e-01 1.79179562e-02 1.79179562e-07
4.18735280e-01 1.79220557e-02 1.79220557e-07
4.17268068e-01 1.79262071e-02 1.79262071e-07
4.15805996e-01 1.79303730e-02 1.79303730e-07
4.14349047e-01 1.79346146e-02 1.79346146e-07
4.12897203e-01 1.79388897e-02 1.79388897e-07
4.11450447e-01 1.79431217e-02 1.79431217e-07
4.10008759e-01 1.79474316e-02 1.79474316e-07
4.08572123e-01 1.79517182e-02 1.79517182e-07
4.07140522e-01 1.79560161e-02 1.79560161e-07
4.05713936e-01 1.79603202e-02 1.79603202e-07
4.04292349e-01 1.79645881e-02 1.79645881e-07
4.02875743e-01 1.79688765e-02 1.79688765e-07
4.01464100e-01 1.79731793e-02 1.79731793e-07
4.00057404e-01 1.79775189e-02 1.79775189e-07
3.98655637e-01 1.79817370e-02 1.79817370e-07
3.97258782e-01 1.79860193e-02 1.79860193e-07
3.95866821e-01 1.79901586e-02 1.79901586e-07
3.94479737e-01 1.79944390e-02 1.79944390e-07
3.93097514e-01 1.79987190e-02 1.79987190e-07
3.91720134e-01 1.80029697e-02 1.80029697e-07
3.90347580e-01 1.80072600e-02 1.80072600e-07
3.88979835e-01 1.80115881e-02 1.80115881e-07
3.87616883e-01 1.80158874e-02 1.80158874e-07
3.86258706e-01 1.80201691e-02 1.80201691e-07
3.84905289e-01 1.80245173e-02 1.80245173e-07
3.83556613e-01 1.80288145e-02 1.80288145e-07
3.82212663e-01 1.80330825e-02 1.80330825e-07
3.80873423e-01 1.80373746e-02 1.80373746e-07
3.79538875e-01 1.80416712e-02 1.80416712e-07
3.78209003e-01 1.80459894e-02 1.80459894e-07
3.76883791e-01 1.80502895e-02 1.80502895e-07
3.75563222e-01 1.80545823e-02 1.80545823e-07
3.74247280e-01 1.80589293e-02 1.80589293e-07
3.72935950e-01 1.80632298e-02 1.80632298e-07
3.71629214e-01 1.80675343e-02 1.80675343e-07
3.70327057e-01 1.80718842e-02 1.80718842e-07
3.69029462e-01 1.80761858e-02 1.80761858e-07
3.67736415e-01 1.80805060e-02 1.80805060e-07
3.66447897e-01 1.80848612e-02 1.80848612e-07
3.65163895e-01 1.80891819e-02 1.80891819e-07
3.63884392e-01 1.80934829e-02 1.80934829e-07
3.62609372e-01 1.80978332e-02 1.80978332e-07
3.61338820e-01 1.81021464e-02 1.81021464e-07
3.60072719e-01 1.81064544e-02 1.81064544e-07
3.58811055e-01 1.81108133e-02 1.81108133e-07
3.57553812e-01 1.81151213e-02 1.81151213e-07
3.56300974e-01 1.81194378e-02 1.81194378e-07
3.55052525e-01 1.81238021e-02 1.81238021e-07
3.53808451e-01 1.81281193e-02 1.81281193e-07
3.52568737e-01 1.81324396e-02 1.81324396e-07
3.51333366e-01 1.81367601e-02 1.81367601e-07
3.50102324e-01 1.81410828e-02 1.81410828e-07
3.48875595e-01 1.81454506e-02 1.81454506e-07
3.47653165e-01 1.81497781e-02 1.81497781e-07
3.46435017e-01 1.81541066e-02 1.81541066e-07
3.45221139e-01 1.81584766e-02 1.81584766e-07
3.44011513e-01 1.81628051e-02 1.81628051e-07
3.42806126e-01 1.81671372e-02 1.81671372e-07
3.41604963e-01 1.81715116e-02 1.81715116e-07
3.40408008e-01 1.81758442e-02 1.81758442e-07
3.39215247e-01 1.81801787e-02 1.81801787e-07
3.38026666e-01 1.81845548e-02 1.81845548e-07
3.36842249e-01 1.81888899e-02 1.81888899e-07
3.35661983e-01 1.81932298e-02 1.81932298e-07
3.34485852e-01 1.81976050e-02 1.81976050e-07
3.33313842e-01 1.82019418e-02 1.82019418e-07
3.32145938e-01 1.82062784e-02 1.82062784e-07
3.30982127e-01 1.82106607e-02 1.82106607e-07
3.29822394e-01 1.82150000e-02 1.82150000e-07
3.28666724e-01 1.82193410e-02 1.82193410e-07
3.27515104e-01 1.82237249e-02 1.82237249e-07
3.26367519e-01 1.82280686e-02 1.82280686e-07
3.25223955e-01 1.82324132e-02 1.82324132e-07
3.24084398e-01 1.82367586e-02 1.82367586e-07
3.22948834e-01 1.82411049e-02 1.82411049e-07
3.21817249e-01 1.82454939e-02 1.82454939e-07
3.20689629e-01 1.82498424e-02 1.82498424e-07
3.19565959e-01 1.82541915e-02 1.82541915e-07
3.18446227e-01 1.82585826e-02 1.82585826e-07
3.17330419e-01 1.82629334e-02 1.82629334e-07
3.16218520e-01 1.82672854e-02 1.82672854e-07
3.15110517e-01 1.82716791e-02 1.82716791e-07
3.14006397e-01 1.82760326e-02 1.82760326e-07
3.12906145e-01 1.82803867e-02 1.82803867e-07
3.11809749e-01 1.82847822e-02 1.82847822e-07
3.10717194e-01 1.82891375e-02 1.82891375e-07
3.09628467e-01 1.82934946e-02 1.82934946e-07
3.08543556e-01 1.82978934e-02 1.82978934e-07
3.07462445e-01 1.83022518e-02 1.83022518e-07
3.06385123e-01 1.83066111e-02 1.83066111e-07
3.05311576e-01 1.83110127e-02 1.83110127e-07
3.04241790e-01 1.83153738e-02 1.83153738e-07
3.03175752e-01 1.83197360e-02 1.83197360e-07
3.02113450e-01 1.83241403e-02 1.83241403e-07
3.01054871e-01 1.83285039e-02 1.83285039e-07
3.00000000e-01 1.83317879e-02 1.83317879e-07
