# wavelength[µm] (rp/rs)^2 error
1.66937688e+00 3.49017577e-04 3.49017577e-09
1.66352752e+00 3.49907266e-04 3.49907266e-09
1.65769867e+00 3.49631423e-04 3.49631423e-09
1.65189023e+00 3.49725713e-04 3.49725713e-09
1.64610215e+00 3.50528098e-04 3.50528098e-09
1.64033435e+00 3.49656964e-04 3.49656964e-09
1.63458675e+00 3.49773003e-04 3.49773003e-09
1.62885930e+00 3.49516382e-04 3.49516382e-09
1.62315192e+00 3.49031654e-04 3.49031654e-09
1.61746453e+00 3.49725217e-04 3.49725217e-09
1.61179707e+00 3.48424927e-04 3.48424927e-09
1.60614947e+00 3.49242743e-04 3.49242743e-09
1.60052166e+00 3.48236895e-04 3.48236895e-09
1.59491357e+00 3.48183311e-04 3.48183311e-09
1.58932513e+00 3.47697154e-04 3.47697154e-09
1.58375627e+00 3.47271123e-04 3.47271123e-09
1.57820692e+00 3.47328459e-04 3.47328459e-09
1.57267702e+00 3.44839650e-04 3.44839650e-09
1.56716649e+00 3.45757578e-04 3.45757578e-09
1.56167528e+00 3.44935397e-04 3.44935397e-09
1.55620330e+00 3.44774291e-04 3.44774291e-09
1.55075049e+00 3.44717207e-04 3.44717207e-09
1.54531680e+00 3.45531951e-04 3.45531951e-09
1.53990214e+00 3.45376061e-04 3.45376061e-09
1.53450645e+00 3.47273961e-04 3.47273961e-09
1.52912967e+00 3.47066111e-04 3.47066111e-09
1.52377173e+00 3.47070371e-04 3.47070371e-09
1.51843257e+00 3.48238200e-04 3.48238200e-09
1.51311211e+00 3.47943110e-04 3.47943110e-09
1.50781029e+00 3.47936359e-04 3.47936359e-09
1.50252705e+00 3.49050036e-04 3.49050036e-09
1.49726232e+00 3.48779691e-04 3.48779691e-09
1.49201605e+00 3.49238285e-04 3.49238285e-09
1.48678815e+00 3.50212322e-04 3.50212322e-09
1.48157857e+00 3.49399410e-04 3.49399410e-09
1.47638724e+00 3.50319938e-04 3.50319938e-09
1.47121411e+00 3.49428637e-04 3.49428637e-09
1.46605910e+00 3.47422098e-04 3.47422098e-09
1.46092215e+00 3.48595757e-04 3.48595757e-09
1.45580321e+00 3.47866749e-04 3.47866749e-09
1.45070220e+00 3.45937573e-04 3.45937573e-09
1.44561906e+00 3.47127386e-04 3.47127386e-09
1.44055373e+00 3.44264672e-04 3.44264672e-09
1.43550615e+00 3.44816256e-04 3.44816256e-09
1.43047626e+00 3.45318727e-04 3.45318727e-09
1.42546400e+00 3.44515174e-04 3.44515174e-09
1.42046929e+00 3.44670245e-04 3.44670245e-09
1.41549209e+00 3.43002255e-04 3.43002255e-09
1.41053232e+00 3.42978082e-04 3.42978082e-09
1.40558994e+00 3.43386352e-04 3.43386352e-09
1.40066487e+00 3.43407024e-04 3.43407024e-09
1.39575706e+00 3.42798103e-04 3.42798103e-09
1.39086645e+00 3.41312940e-04 3.41312940e-09
1.38599297e+00 3.40606664e-04 3.40606664e-09
1.38113657e+00 3.41318355e-04 3.41318355e-09
1.37629718e+00 3.40183613e-04 3.40183613e-09
1.37147476e+00 3.42423830e-04 3.42423830e-09
1.36666922e+00 3.43685678e-04 3.43685678e-09
1.36188053e+00 3.42237356e-04 3.42237356e-09
1.35710862e+00 3.40462361e-04 3.40462361e-09
1.35235343e+00 3.42416994e-04 3.42416994e-09
1.34761489e+00 3.38201834e-04 3.38201834e-09
1.34289297e+00 3.42150526e-04 3.42150526e-09
1.33818758e+00 3.39258487e-04 3.39258487e-09
1.33349869e+00 3.37351796e-04 3.37351796e-09
1.32882622e+00 3.28785345e-04 3.28785345e-09
1.32417013e+00 3.27408399e-04 3.27408399e-09
1.31953035e+00 3.26569398e-04 3.26569398e-09
1.31490683e+00 3.26238675e-04 3.26238675e-09
1.31029951e+00 3.26444345e-04 3.26444345e-09
1.30570833e+00 3.25900282e-04 3.25900282e-09
1.30113324e+00 3.25306196e-04 3.25306196e-09
1.29657418e+00 3.25735780e-04 3.25735780e-09
1.29203109e+00 3.25904911e-04 3.25904911e-09
1.28750392e+00 3.26043589e-04 3.26043589e-09
1.28299262e+00 3.25784273e-04 3.25784273e-09
1.27849712e+00 3.26321582e-04 3.26321582e-09
1.27401738e+00 3.26740790e-04 3.26740790e-09
1.26955333e+00 3.27233117e-04 3.27233117e-09
1.26510492e+00 3.27302416e-04 3.27302416e-09
1.26067210e+00 3.26929069e-04 3.26929069e-09
1.25625481e+00 3.27008111e-04 3.27008111e-09
1.25185300e+00 3.26349512e-04 3.26349512e-09
1.24746662e+00 3.26532462e-04 3.26532462e-09
1.24309560e+00 3.26363051e-04 3.26363051e-09
1.23873990e+00 3.27056302e-04 3.27056302e-09
1.23439946e+00 3.26710180e-04 3.26710180e-09
1.23007423e+00 3.26145131e-04 3.26145131e-09
1.22576416e+00 3.25290569e-04 3.25290569e-09
1.22146918e+00 3.24381601e-04 3.24381601e-09
1.21718926e+00 3.24554705e-04 3.24554705e-09
1.21292433e+00 3.24709902e-04 3.24709902e-09
1.20867435e+00 3.23955880e-04 3.23955880e-09
1.20443925e+00 3.23910620e-04 3.23910620e-09
1.20021900e+00 3.23771659e-04 3.23771659e-09
1.19601354e+00 3.24548883e-04 3.24548883e-09
1.19182281e+00 3.24922457e-04 3.24922457e-09
1.18764676e+00 3.23981626e-04 3.23981626e-09
1.18348535e+00 3.24428267e-04 3.24428267e-09
1.17933852e+00 3.25452092e-04 3.25452092e-09
1.17520621e+00 3.26871170e-04 3.26871170e-09
1.17108839e+00 3.25199241e-04 3.25199241e-09
1.16698500e+00 3.25256323e-04 3.25256323e-09
1.16289598e+00 3.24717622e-04 3.24717622e-09
1.15882129e+00 3.25383454e-04 3.25383454e-09
1.15476088e+00 3.25358245e-04 3.25358245e-09
1.15071470e+00 3.23677338e-04 3.23677338e-09
1.14668269e+00 3.23850507e-04 3.23850507e-09
1.14266481e+00 3.26146162e-04 3.26146162e-09
1.13866101e+00 3.23152076e-04 3.23152076e-09
1.13467124e+00 3.26847455e-04 3.26847455e-09
1.13069545e+00 3.23193584e-04 3.23193584e-09
1.12673359e+00 3.20234435e-04 3.20234435e-09
1.12278561e+00 3.21178817e-04 3.21178817e-09
1.11885147e+00 3.21074594e-04 3.21074594e-09
1.11493111e+00 3.21076458e-04 3.21076458e-09
1.11102448e+00 3.23047764e-04 3.23047764e-09
1.10713155e+00 3.19626978e-04 3.19626978e-09
1.10325225e+00 3.18701941e-04 3.18701941e-09
1.09938655e+00 3.18899268e-04 3.18899268e-09
1.09553439e+00 3.17306720e-04 3.17306720e-09
1.09169573e+00 3.16840493e-04 3.16840493e-09
1.08787053e+00 3.12655774e-04 3.12655774e-09
1.08405872e+00 3.10567946e-04 3.10567946e-09
1.08026027e+00 3.09679381e-04 3.09679381e-09
1.07647513e+00 3.10634110e-04 3.10634110e-09
1.07270325e+00 3.09791838e-04 3.09791838e-09
1.06894459e+00 3.09075522e-04 3.09075522e-09
1.06519910e+00 3.09257625e-04 3.09257625e-09
1.06146673e+00 3.09459029e-04 3.09459029e-09
1.05774745e+00 3.10434022e-04 3.10434022e-09
1.05404119e+00 3.10169371e-04 3.10169371e-09
1.05034792e+00 3.09613182e-04 3.09613182e-09
1.04666759e+00 3.10327224e-04 3.10327224e-09
1.04300015e+00 3.10801103e-04 3.10801103e-09
1.03934557e+00 3.11773662e-04 3.11773662e-09
1.03570379e+00 3.10707210e-04 3.10707210e-09
1.03207477e+00 3.12234966e-04 3.12234966e-09
1.02845847e+00 3.12594214e-04 3.12594214e-09
1.02485484e+00 3.13992849e-04 3.13992849e-09
1.02126384e+00 3.14479412e-04 3.14479412e-09
1.01768541e+00 3.12911849e-04 3.12911849e-09
1.01411953e+00 3.12764809e-04 3.12764809e-09
1.01056614e+00 3.12436203e-04 3.12436203e-09
1.00702521e+00 3.13103888e-04 3.13103888e-09
1.00349667e+00 3.13547866e-04 3.13547866e-09
9.99980508e-01 3.14328931e-04 3.14328931e-09
9.96476661e-01 3.14068063e-04 3.14068063e-09
9.92985092e-01 3.14563746e-04 3.14563746e-09
9.89505757e-01 3.14811406e-04 3.14811406e-09
9.86038613e-01 3.15847648e-04 3.15847648e-09
9.82583617e-01 3.17122359e-04 3.17122359e-09
9.79140728e-01 3.16171950e-04 3.16171950e-09
9.75709902e-01 3.15236827e-04 3.15236827e-09
9.72291098e-01 3.16045944e-04 3.16045944e-09
9.68884273e-01 3.14145197e-04 3.14145197e-09
9.65489385e-01 3.14374086e-04 3.14374086e-09
9.62106392e-01 3.12573873e-04 3.12573873e-09
9.58735253e-01 3.13095109e-04 3.13095109e-09
9.55375926e-01 3.12650458e-04 3.12650458e-09
9.52028370e-01 3.12698985e-04 3.12698985e-09
9.48692544e-01 3.12757104e-04 3.12757104e-09
9.45368406e-01 3.12288281e-04 3.12288281e-09
9.42055916e-01 3.14149021e-04 3.14149021e-09
9.38755032e-01 3.13116557e-04 3.13116557e-09
9.35465714e-01 3.13939699e-04 3.13939699e-09
9.32187922e-01 3.14838190e-04 3.14838190e-09
9.28921615e-01 3.16104346e-04 3.16104346e-09
9.25666753e-01 3.07012253e-04 3.07012253e-09
9.22423295e-01 3.02912783e-04 3.02912783e-09
9.19191202e-01 3.05197206e-04 3.05197206e-09
9.15970435e-01 3.03377015e-04 3.03377015e-09
9.12760952e-01 3.02475770e-04 3.02475770e-09
9.09562716e-01 3.00709481e-04 3.00709481e-09
9.06375685e-01 3.01124995e-04 3.01124995e-09
9.03199822e-01 3.01098003e-04 3.01098003e-09
9.00035087e-01 3.02415157e-04 3.02415157e-09
8.96881440e-01 3.02272660e-04 3.02272660e-09
8.93738844e-01 3.03301455e-04 3.03301455e-09
8.90607259e-01 3.01689142e-04 3.01689142e-09
8.87486647e-01 3.00301674e-04 3.00301674e-09
8.84376970e-01 2.99391137e-04 2.99391137e-09
8.81278188e-01 2.99458781e-04 2.99458781e-09
8.78190264e-01 2.99504467e-04 2.99504467e-09
8.75113160e-01 2.99436489e-04 2.99436489e-09
8.72046838e-01 2.99667491e-04 2.99667491e-09
8.68991260e-01 2.99997822e-04 2.99997822e-09
8.65946389e-01 3.00120321e-04 3.00120321e-09
8.62912187e-01 2.99839104e-04 2.99839104e-09
8.59888616e-01 3.00500870e-04 3.00500870e-09
8.56875639e-01 3.00572606e-04 3.00572606e-09
8.53873220e-01 3.00603007e-04 3.00603007e-09
8.50881321e-01 3.00764604e-04 3.00764604e-09
8.47899905e-01 3.01399204e-04 3.01399204e-09
8.44928936e-01 3.01202324e-04 3.01202324e-09
8.41968377e-01 3.01267392e-04 3.01267392e-09
8.39018191e-01 3.00190679e-04 3.00190679e-09
8.36078343e-01 3.00818803e-04 3.00818803e-09
8.33148796e-01 3.00302504e-04 3.00302504e-09
8.30229513e-01 3.00338856e-04 3.00338856e-09
8.27320460e-01 3.00114526e-04 3.00114526e-09
8.24421599e-01 3.00556704e-04 3.00556704e-09
8.21532896e-01 2.99883140e-04 2.99883140e-09
8.18654315e-01 3.00441998e-04 3.00441998e-09
8.15785820e-01 2.99546611e-04 2.99546611e-09
8.12927376e-01 3.01134932e-04 3.01134932e-09
8.10078947e-01 3.00547131e-04 3.00547131e-09
8.07240500e-01 2.98216753e-04 2.98216753e-09
8.04411998e-01 2.97520552e-04 2.97520552e-09
8.01593407e-01 2.97388236e-04 2.97388236e-09
7.98784691e-01 2.97455751e-04 2.97455751e-09
7.95985818e-01 2.97160125e-04 2.97160125e-09
7.93196751e-01 2.97538408e-04 2.97538408e-09
7.90417457e-01 2.98043993e-04 2.98043993e-09
7.87647902e-01 2.97482490e-04 2.97482490e-09
7.84888051e-01 2.97516171e-04 2.97516171e-09
7.82137870e-01 2.97719573e-04 2.97719573e-09
7.79397325e-01 2.97592535e-04 2.97592535e-09
7.76666383e-01 2.97622983e-04 2.97622983e-09
7.73945011e-01 2.98032614e-04 2.98032614e-09
7.71233173e-01 2.97676679e-04 2.97676679e-09
7.68530838e-01 2.97934249e-04 2.97934249e-09
7.65837971e-01 2.98357828e-04 2.98357828e-09
7.63154540e-01 2.98613974e-04 2.98613974e-09
7.60480511e-01 2.98921094e-04 2.98921094e-09
7.57815853e-01 2.99355726e-04 2.99355726e-09
7.55160530e-01 2.99344189e-04 2.99344189e-09
7.52514512e-01 2.99779204e-04 2.99779204e-09
7.49877765e-01 2.99566134e-04 2.99566134e-09
7.47250257e-01 2.99488396e-04 2.99488396e-09
7.44631956e-01 2.99113934e-04 2.99113934e-09
7.42022829e-01 2.98790726e-04 2.98790726e-09
7.39422844e-01 2.99044943e-04 2.99044943e-09
7.36831970e-01 2.99301039e-04 2.99301039e-09
7.34250173e-01 2.99117423e-04 2.99117423e-09
7.31677423e-01 2.99699671e-04 2.99699671e-09
7.29113688e-01 2.99368391e-04 2.99368391e-09
7.26558935e-01 2.99639139e-04 2.99639139e-09
7.24013135e-01 2.99872409e-04 2.99872409e-09
7.21476254e-01 3.00217209e-04 3.00217209e-09
7.18948263e-01 2.99716718e-04 2.99716718e-09
7.16429129e-01 3.01134394e-04 3.01134394e-09
7.13918823e-01 2.98488777e-04 2.98488777e-09
7.11417312e-01 2.98527252e-04 2.98527252e-09
7.08924566e-01 2.98720247e-04 2.98720247e-09
7.06440555e-01 2.98548315e-04 2.98548315e-09
7.03965247e-01 2.98620158e-04 2.98620158e-09
7.01498613e-01 2.98450847e-04 2.98450847e-09
6.99040622e-01 2.98490861e-04 2.98490861e-09
6.96591243e-01 2.98755444e-04 2.98755444e-09
6.94150446e-01 2.99157344e-04 2.99157344e-09
6.91718202e-01 2.99249271e-04 2.99249271e-09
6.89294480e-01 2.98768337e-04 2.98768337e-09
6.86879251e-01 2.98904807e-04 2.98904807e-09
6.84472485e-01 2.98962689e-04 2.98962689e-09
6.82074152e-01 2.99069327e-04 2.99069327e-09
6.79684222e-01 2.99186265e-04 2.99186265e-09
6.77302666e-01 2.99276984e-04 2.99276984e-09
6.74929455e-01 2.99400611e-04 2.99400611e-09
6.72564560e-01 2.99464452e-04 2.99464452e-09
6.70207951e-01 2.99584665e-04 2.99584665e-09
6.67859599e-01 2.99669617e-04 2.99669617e-09
6.65519476e-01 2.99789091e-04 2.99789091e-09
6.63187553e-01 2.99898946e-04 2.99898946e-09
6.60863800e-01 3.00043846e-04 3.00043846e-09
6.58548189e-01 3.00221053e-04 3.00221053e-09
6.56240692e-01 3.00268396e-04 3.00268396e-09
6.53941281e-01 3.00361914e-04 3.00361914e-09
6.51649926e-01 3.00561326e-04 3.00561326e-09
6.49366600e-01 3.00647857e-04 3.00647857e-09
6.47091275e-01 3.00809339e-04 3.00809339e-09
6.44823922e-01 3.00767617e-04 3.00767617e-09
6.42564514e-01 3.00815478e-04 3.00815478e-09
6.40313023e-01 3.00909414e-04 3.00909414e-09
6.38069421e-01 3.01044621e-04 3.01044621e-09
6.35833680e-01 3.01144056e-04 3.01144056e-09
6.33605773e-01 3.01275957e-04 3.01275957e-09
6.31385672e-01 3.01379855e-04 3.01379855e-09
6.29173350e-01 3.01521997e-04 3.01521997e-09
6.26968780e-01 3.01654150e-04 3.01654150e-09
6.24771935e-01 3.01784676e-04 3.01784676e-09
6.22582787e-01 3.01885605e-04 3.01885605e-09
6.20401310e-01 3.02019093e-04 3.02019093e-09
6.18227477e-01 3.02118377e-04 3.02118377e-09
6.16061261e-01 3.02248943e-04 3.02248943e-09
6.13902634e-01 3.02347318e-04 3.02347318e-09
6.11751572e-01 3.02452719e-04 3.02452719e-09
6.09608046e-01 3.02599942e-04 3.02599942e-09
6.07472032e-01 3.02726866e-04 3.02726866e-09
6.05343501e-01 3.02825217e-04 3.02825217e-09
6.03222429e-01 3.02934533e-04 3.02934533e-09
6.01108789e-01 3.03100258e-04 3.03100258e-09
5.99002555e-01 3.03250441e-04 3.03250441e-09
5.96903701e-01 3.03366033e-04 3.03366033e-09
5.94812201e-01 3.03507094e-04 3.03507094e-09
5.92728030e-01 3.03582758e-04 3.03582758e-09
5.90651162e-01 3.03787122e-04 3.03787122e-09
5.88581570e-01 3.03871074e-04 3.03871074e-09
5.86519230e-01 3.03902158e-04 3.03902158e-09
5.84464117e-01 3.03983570e-04 3.03983570e-09
5.82416204e-01 3.04113208e-04 3.04113208e-09
5.80375468e-01 3.04248578e-04 3.04248578e-09
5.78341881e-01 3.04351690e-04 3.04351690e-09
5.76315421e-01 3.04478592e-04 3.04478592e-09
5.74296061e-01 3.04605297e-04 3.04605297e-09
5.72283776e-01 3.04739842e-04 3.04739842e-09
5.70278542e-01 3.04859954e-04 3.04859954e-09
5.68280335e-01 3.04997576e-04 3.04997576e-09
5.66289129e-01 3.05106967e-04 3.05106967e-09
5.64304900e-01 3.05236745e-04 3.05236745e-09
5.62327624e-01 3.05364261e-04 3.05364261e-09
5.60357276e-01 3.05496261e-04 3.05496261e-09
5.58393831e-01 3.05627934e-04 3.05627934e-09
5.56437267e-01 3.05752985e-04 3.05752985e-09
5.54487558e-01 3.05887819e-04 3.05887819e-09
5.52544681e-01 3.06015066e-04 3.06015066e-09
5.50608611e-01 3.06146456e-04 3.06146456e-09
5.48679326e-01 3.06277312e-04 3.06277312e-09
5.46756800e-01 3.06410975e-04 3.06410975e-09
5.44841011e-01 3.06535022e-04 3.06535022e-09
5.42931934e-01 3.06671582e-04 3.06671582e-09
5.41029547e-01 3.06801174e-04 3.06801174e-09
5.39133825e-01 3.06924773e-04 3.06924773e-09
5.37244746e-01 3.07058800e-04 3.07058800e-09
5.35362287e-01 3.07188637e-04 3.07188637e-09
5.33486423e-01 3.07318981e-04 3.07318981e-09
5.31617132e-01 3.07454616e-04 3.07454616e-09
5.29754391e-01 3.07583507e-04 3.07583507e-09
5.27898176e-01 3.07717422e-04 3.07717422e-09
5.26048466e-01 3.07847513e-04 3.07847513e-09
5.24205237e-01 3.07977680e-04 3.07977680e-09
5.22368466e-01 3.08112105e-04 3.08112105e-09
5.20538132e-01 3.08243527e-04 3.08243527e-09
5.18714210e-01 3.08376975e-04 3.08376975e-09
5.16896680e-01 3.08514198e-04 3.08514198e-09
5.15085518e-01 3.08646924e-04 3.08646924e-09
5.13280702e-01 3.08780693e-04 3.08780693e-09
5.11482210e-01 3.08915273e-04 3.08915273e-09
5.09690020e-01 3.09047698e-04 3.09047698e-09
5.07904110e-01 3.09181318e-04 3.09181318e-09
5.06124457e-01 3.09317877e-04 3.09317877e-09
5.04351040e-01 3.09455974e-04 3.09455974e-09
5.02583837e-01 3.09586584e-04 3.09586584e-09
5.00822826e-01 3.09714050e-04 3.09714050e-09
4.99067985e-01 3.09848965e-04 3.09848965e-09
4.97319294e-01 3.09980681e-04 3.09980681e-09
4.95576729e-01 3.10115381e-04 3.10115381e-09
4.93840270e-01 3.10250344e-04 3.10250344e-09
4.92109896e-01 3.10384563e-04 3.10384563e-09
4.90385585e-01 3.10519021e-04 3.10519021e-09
4.88667316e-01 3.10653652e-04 3.10653652e-09
4.86955067e-01 3.10789869e-04 3.10789869e-09
4.85248818e-01 3.10925207e-04 3.10925207e-09
4.83548547e-01 3.11060119e-04 3.11060119e-09
4.81854234e-01 3.11197003e-04 3.11197003e-09
4.80165858e-01 3.11332553e-04 3.11332553e-09
4.78483398e-01 3.11468436e-04 3.11468436e-09
4.76806833e-01 3.11605430e-04 3.11605430e-09
4.75136142e-01 3.11740711e-04 3.11740711e-09
4.73471306e-01 3.11877364e-04 3.11877364e-09
4.71812302e-01 3.12013621e-04 3.12013621e-09
4.70159112e-01 3.12149804e-04 3.12149804e-09
4.68511715e-01 3.12286072e-04 3.12286072e-09
4.66870090e-01 3.12422895e-04 3.12422895e-09
4.65234217e-01 3.12558904e-04 3.12558904e-09
4.63604075e-01 3.12695148e-04 3.12695148e-09
4.61979646e-01 3.12832623e-04 3.12832623e-09
4.60360909e-01 3.12969108e-04 3.12969108e-09
4.58747843e-01 3.13105922e-04 3.13105922e-09
4.57140430e-01 3.13244022e-04 3.13244022e-09
4.55538649e-01 3.13381394e-04 3.13381394e-09
4.53942480e-01 3.13518156e-04 3.13518156e-09
4.52351904e-01 3.13655275e-04 3.13655275e-09
4.50766902e-01 3.13792457e-04 3.13792457e-09
4.49187453e-01 3.13931258e-04 3.13931258e-09
4.47613538e-01 3.14068550e-04 3.14068550e-09
4.46045139e-01 3.14205930e-04 3.14205930e-09
4.44482234e-01 3.14344683e-04 3.14344683e-09
4.42924807e-01 3.14482647e-04 3.14482647e-09
4.41372836e-01 3.14619254e-04 3.14619254e-09
4.39826303e-01 3.14758353e-04 3.14758353e-09
4.38285189e-01 3.14895796e-04 3.14895796e-09
4.36749475e-01 3.15033655e-04 3.15033655e-09
4.35219142e-01 3.15172835e-04 3.15172835e-09
4.33694171e-01 3.15310918e-04 3.15310918e-09
4.32174544e-01 3.15449076e-04 3.15449076e-09
4.30660241e-01 3.15588676e-04 3.15588676e-09
4.29151244e-01 3.15726991e-04 3.15726991e-09
4.27647535e-01 3.15865468e-04 3.15865468e-09
4.26149094e-01 3.16005293e-04 3.16005293e-09
4.24655904e-01 3.16143898e-04 3.16143898e-09
4.23167946e-01 3.16282558e-04 3.16282558e-09
4.21685201e-01 3.16422504e-04 3.16422504e-09
4.20207652e-01 3.16561330e-04 3.16561330e-09
4.18735280e-01 3.16700116e-04 3.16700116e-09
4.17268068e-01 3.16839009e-04 3.16839009e-09
4.15805996e-01 3.16977986e-04 3.16977986e-09
4.14349047e-01 3.17118383e-04 3.17118383e-09
4.12897203e-01 3.17257574e-04 3.17257574e-09
4.11450447e-01 3.17396813e-04 3.17396813e-09
4.10008759e-01 3.17537474e-04 3.17537474e-09
4.08572123e-01 3.17676892e-04 3.17676892e-09
4.07140522e-01 3.17816389e-04 3.17816389e-09
4.05713936e-01 3.17957266e-04 3.17957266e-09
4.04292349e-01 3.18096887e-04 3.18096887e-09
4.02875743e-01 3.18236593e-04 3.18236593e-09
4.01464100e-01 3.18377684e-04 3.18377684e-09
4.00057404e-01 3.18517562e-04 3.18517562e-09
3.98655637e-01 3.18657435e-04 3.18657435e-09
3.97258782e-01 3.18798726e-04 3.18798726e-09
3.95866821e-01 3.18938690e-04 3.18938690e-09
3.94479737e-01 3.19078808e-04 3.19078808e-09
3.93097514e-01 3.19220305e-04 3.19220305e-09
3.91720134e-01 3.19360542e-04 3.19360542e-09
3.90347580e-01 3.19500871e-04 3.19500871e-09
3.88979835e-01 3.19642602e-04 3.19642602e-09
3.87616883e-01 3.19783069e-04 3.19783069e-09
3.86258706e-01 3.19923593e-04 3.19923593e-09
3.84905289e-01 3.20065537e-04 3.20065537e-09
3.83556613e-01 3.20206202e-04 3.20206202e-09
3.82212663e-01 3.20346914e-04 3.20346914e-09
3.80873423e-01 3.20487705e-04 3.20487705e-09
3.79538875e-01 3.20628564e-04 3.20628564e-09
3.78209003e-01 3.20770817e-04 3.20770817e-09
3.76883791e-01 3.20911806e-04 3.20911806e-09
3.75563222e-01 3.21052854e-04 3.21052854e-09
3.74247280e-01 3.21195317e-04 3.21195317e-09
3.72935950e-01 3.21336496e-04 3.21336496e-09
3.71629214e-01 3.21477740e-04 3.21477740e-09
3.70327057e-01 3.21620394e-04 3.21620394e-09
3.69029462e-01 3.21761759e-04 3.21761759e-09
3.67736415e-01 3.21903198e-04 3.21903198e-09
3.66447897e-01 3.22046042e-04 3.22046042e-09
3.65163895e-01 3.22187603e-04 3.22187603e-09
3.63884392e-01 3.22329212e-04 3.22329212e-09
3.62609372e-01 3.22472236e-04 3.22472236e-09
3.61338820e-01 3.22613973e-04 3.22613973e-09
3.60072719e-01 3.22755766e-04 3.22755766e-09
3.58811055e-01 3.22898976e-04 3.22898976e-09
3.57553812e-01 3.23040888e-04 3.23040888e-09
3.56300974e-01 3.23182864e-04 3.23182864e-09
3.55052525e-01 3.23326255e-04 3.23326255e-09
3.53808451e-01 3.23468348e-04 3.23468348e-09
3.52568737e-01 3.23610500e-04 3.23610500e-09
3.51333366e-01 3.23752711e-04 3.23752711e-09
3.50102324e-01 3.23894980e-04 3.23894980e-09
3.48875595e-01 3.24038664e-04 3.24038664e-09
3.47653165e-01 3.24181050e-04 3.24181050e-09
3.46435017e-01 3.24323493e-04 3.24323493e-09
3.45221139e-01 3.24467350e-04 3.24467350e-09
3.44011513e-01 3.24609907e-04 3.24609907e-09
3.42806126e-01 3.24752521e-04 3.24752521e-09
3.41604963e-01 3.24896551e-04 3.24896551e-09
3.40408008e-01 3.25039278e-04 3.25039278e-09
3.39215247e-01 3.25182061e-04 3.25182061e-09
3.38026666e-01 3.25326260e-04 3.25326260e-09
3.36842249e-01 3.25469154e-04 3.25469154e-09
3.35661983e-01 3.25612106e-04 3.25612106e-09
3.34485852e-01 3.25756471e-04 3.25756471e-09
3.33313842e-01 3.25899531e-04 3.25899531e-09
3.32145938e-01 3.26042645e-04 3.26042645e-09
3.30982127e-01 3.26187180e-04 3.26187180e-09
3.29822394e-01 3.26330405e-04 3.26330405e-09
3.28666724e-01 3.26473685e-04 3.26473685e-09
3.27515104e-01 3.26618386e-04 3.26618386e-09
3.26367519e-01 3.26761776e-04 3.26761776e-09
3.25223955e-01 3.26905220e-04 3.26905220e-09
3.24084398e-01 3.27048719e-04 3.27048719e-09
3.22948834e-01 3.27192273e-04 3.27192273e-09
3.21817249e-01 3.27337248e-04 3.27337248e-09
3.20689629e-01 3.27480911e-04 3.27480911e-09
3.19565959e-01 3.27624627e-04 3.27624627e-09
3.18446227e-01 3.27769768e-04 3.27769768e-09
3.17330419e-01 3.27913593e-04 3.27913593e-09
3.16218520e-01 3.28057473e-04 3.28057473e-09
3.15110517e-01 3.28202778e-04 3.28202778e-09
3.14006397e-01 3.28346767e-04 3.28346767e-09
3.12906145e-01 3.28490810e-04 3.28490810e-09
3.11809749e-01 3.28636280e-04 3.28636280e-09
3.10717194e-01 3.28780433e-04 3.28780433e-09
3.09628467e-01 3.28924640e-04 3.28924640e-09
3.08543556e-01 3.29070277e-04 3.29070277e-09
3.07462445e-01 3.29214594e-04 3.29214594e-09
3.06385123e-01 3.29358967e-04 3.29358967e-09
3.05311576e-01 3.29504771e-04 3.29504771e-09
3.04241790e-01 3.29649254e-04 3.29649254e-09
3.03175752e-01 3.29793794e-04 3.29793794e-09
3.02113450e-01 3.29939766e-04 3.29939766e-09
3.01054871e-01 3.30084417e-04 3.30084417e-09
3.00000000e-01 3.30193287e-04 3.30193287e-09
