2.72575 1.2492 0.15911
2.72711 1.63952 0.15841
2.72847 1.36558 0.15404
2.72983 1.52384 0.13777
2.73119 1.53327 0.1316
2.73255 1.7824 0.13158
2.73391 1.57913 0.12669
2.73527 1.50178 0.12461
2.73663 1.47037 0.12154
2.73799 1.55548 0.11743
2.73935 1.43924 0.11436
2.74071 1.4613 0.10572
2.74207 1.37454 0.10655
2.74343 1.57102 0.09983
2.74479 1.42619 0.09699
2.74615 1.4952 0.0968
2.74751 1.63381 0.09284
2.74887 1.6073 0.09303
2.75023 1.56634 0.08641
2.75159 1.56161 0.08417
2.75295 1.55504 0.08642
2.75431 1.4807 0.08161
2.75567 1.45964 0.07614
2.75703 1.41831 0.07699
2.75839 1.41682 0.0755
2.75975 1.62033 0.07255
2.76111 1.51317 0.12376
2.76246 1.53495 0.06732
2.76382 1.50674 0.06653
2.76518 1.55126 0.06604
2.76654 1.50303 0.06476
2.7679 1.58572 0.06243
2.76926 1.57996 0.06012
2.77062 1.47128 0.05818
2.77198 1.5743 0.05737
2.77334 1.55585 0.05686
2.7747 1.50294 0.05583
2.77606 1.60985 0.05531
2.77742 1.48195 0.05478
2.77878 1.52591 0.05361
2.78014 1.45792 0.05431
2.7815 1.36729 0.05079
2.78286 1.4952 0.05054
2.78422 1.54984 0.04962
2.78558 1.49489 0.04895
2.78694 1.55084 0.04797
2.7883 1.53318 0.04723
2.78966 1.41539 0.04588
2.79101 1.48351 0.04486
2.79237 1.4901 0.04437
2.79373 1.53649 0.04474
2.79509 1.48544 0.04304
2.79645 1.52752 0.04387
2.79781 1.53767 0.04482
2.79917 1.54687 0.04349
2.80053 1.46973 0.04102
2.80189 1.50865 0.04102
2.80325 1.58122 0.04344
2.80461 1.48947 0.04299
2.80597 1.49174 0.04178
2.80733 1.46109 0.04038
2.80868 1.54303 0.04173
2.81004 1.48571 0.03984
2.8114 1.59549 0.03921
2.81276 1.56346 0.03923
2.81412 1.45184 0.04019
2.81548 1.53437 0.03829
2.81684 1.54372 0.03846
2.8182 1.55125 0.03842
2.81956 1.44893 0.03829
2.82092 1.51854 0.03755
2.82228 1.50639 0.03665
2.82363 1.44436 0.03732
2.82499 1.48978 0.03669
2.82635 1.55339 0.03655
2.82771 1.49027 0.0363
2.82907 1.45525 0.03694
