# wavelength[µm] (rp/rs)^2
1.700711430548004000e+00 1.593947020060760764e-02
1.694841654176134194e+00 1.593868874151551859e-02
1.688992136546598521e+00 1.592458624681433385e-02
1.683162807739077449e+00 1.592361924284645125e-02
1.677353598074570851e+00 1.592417745457548953e-02
1.671564438114567119e+00 1.593919579035960390e-02
1.665795258660213385e+00 1.593985193191193098e-02
1.660045990751485512e+00 1.592594585893901751e-02
1.654316565666367200e+00 1.593319022879506955e-02
1.648606914920025091e+00 1.593726371313233456e-02
1.642916970263993637e+00 1.594213657720343000e-02
1.637246663685356651e+00 1.595343262794926900e-02
1.631595927405935953e+00 1.595774830376172834e-02
1.625964693881481571e+00 1.597104583815437545e-02
1.620352895800860393e+00 1.597692791174282548e-02
1.614760466085257251e+00 1.599521435794119470e-02
1.609187337887370006e+00 1.599128888661891304e-02
1.603633444590610413e+00 1.599339631600863593e-02
1.598098719808308532e+00 1.597869620954420547e-02
1.592583097382920032e+00 1.598826340491174905e-02
1.587086511385232601e+00 1.600838355211197869e-02
1.581608896113581242e+00 1.600349807614370387e-02
1.576150186093060457e+00 1.599297592014697553e-02
1.570710316074743762e+00 1.601332246203718626e-02
1.565289221034901423e+00 1.603824122530584165e-02
1.559886836174224412e+00 1.605795604831498913e-02
1.554503096917050353e+00 1.605620490000769437e-02
1.549137938910590817e+00 1.608659833270709161e-02
1.543791298024162373e+00 1.608117994751443250e-02
1.538463110348420537e+00 1.607516261098463836e-02
1.533153312194593498e+00 1.610189944033220064e-02
1.527861840093724721e+00 1.609925242880632518e-02
1.522588630795911113e+00 1.610660937567069337e-02
1.517333621269548738e+00 1.610166703802263372e-02
1.512096748700578752e+00 1.612365036552639366e-02
1.506877950491735341e+00 1.609785420068955697e-02
1.501677164261799868e+00 1.619373483439904421e-02
1.496494327844854144e+00 1.617832287809298566e-02
1.491329379289536794e+00 1.613710839856039025e-02
1.486182256858303852e+00 1.616077356304533932e-02
1.481052899026688685e+00 1.617519445341743592e-02
1.475941244482569692e+00 1.620361262430264349e-02
1.470847232125435111e+00 1.619393865952513736e-02
1.465770801065653384e+00 1.616211783546587372e-02
1.460711890623745735e+00 1.614963519507060796e-02
1.455670440329659421e+00 1.623150553374010790e-02
1.450646389922046753e+00 1.621708177827237141e-02
1.445639679347544115e+00 1.621757532447039643e-02
1.440650248760053431e+00 1.616702050357358630e-02
1.435678038520027844e+00 1.623451775739844297e-02
1.430722989193757622e+00 1.622498670614847330e-02
1.425785041552661170e+00 1.622543153015568174e-02
1.420864136572576264e+00 1.624399914995811739e-02
1.415960215433054614e+00 1.620529484164961315e-02
1.411073219516658872e+00 1.619351476065612749e-02
1.406203090408260969e+00 1.621318269309707932e-02
1.401349769894345787e+00 1.620753820472603871e-02
1.396513199962314378e+00 1.620163264065967168e-02
1.391693322799789856e+00 1.617390010059552297e-02
1.386890080793927060e+00 1.614960237344479840e-02
1.382103416530724660e+00 1.614042354364175064e-02
1.377333272794336594e+00 1.615385102984536955e-02
1.372579592566390394e+00 1.618828450900675758e-02
1.367842319025305065e+00 1.621603306722067817e-02
1.363121395545610959e+00 1.620015492045123393e-02
1.358416765697274764e+00 1.615635158853510195e-02
1.353728373245021821e+00 1.614833550900814096e-02
1.349056162147667770e+00 1.612717880713006660e-02
1.344400076557446422e+00 1.616426390573495048e-02
1.339760060819342069e+00 1.610435943843467263e-02
1.335136059470425796e+00 1.608458672900487177e-02
1.330528017239190008e+00 1.590861450456034637e-02
1.325935879044890520e+00 1.580187834220896786e-02
1.321359589996886630e+00 1.576268191965549820e-02
1.316799095393985208e+00 1.573875305363851146e-02
1.312254340723786994e+00 1.573270208282155289e-02
1.307725271662034672e+00 1.571009898569367125e-02
1.303211834071963615e+00 1.569048489238504540e-02
1.298713974003655958e+00 1.567916296021595879e-02
1.294231637693393555e+00 1.565111704919384603e-02
1.289764771563017609e+00 1.566060361913891238e-02
1.285313322219285626e+00 1.565490380240492849e-02
1.280877236453235923e+00 1.565502135829991218e-02
1.276456461239549922e+00 1.564057628299033234e-02
1.272050943735919315e+00 1.566679283620232496e-02
1.267660631282413242e+00 1.566407913039437327e-02
1.263285471400849236e+00 1.566342127729178704e-02
1.258925411794167060e+00 1.564497355557661201e-02
1.254580400345802538e+00 1.563887983618481720e-02
1.250250385119064500e+00 1.564914721606628506e-02
1.245935314356514167e+00 1.565889846105586805e-02
1.241635136479347201e+00 1.567487422532698807e-02
1.237349800086775753e+00 1.570215944431874525e-02
1.233079253955415622e+00 1.570450795974757258e-02
1.228823447038672745e+00 1.570461475038295932e-02
1.224582328466133463e+00 1.571004733517228705e-02
1.220355847542956784e+00 1.570603214782828952e-02
1.216143953749267981e+00 1.574000181416402439e-02
1.211946596739555293e+00 1.574314782051132108e-02
1.207763726342066857e+00 1.573329744106102823e-02
1.203595292558212515e+00 1.577501893593410282e-02
1.199441245561964964e+00 1.575747628175513601e-02
1.195301535699265560e+00 1.579302778352874997e-02
1.191176113487429022e+00 1.579898414251476590e-02
1.187064929614553677e+00 1.579920243481622646e-02
1.182967934938930599e+00 1.578872061371712487e-02
1.178885080488457193e+00 1.583075515992513407e-02
1.174816317460051440e+00 1.588755656500690991e-02
1.170761597219068806e+00 1.582932751805826016e-02
1.166720871298720041e+00 1.582559439437398671e-02
1.162694091399492979e+00 1.582714974241532929e-02
1.158681209388574773e+00 1.583961367065047157e-02
1.154682177299276358e+00 1.583484813288335916e-02
1.150696947330458908e+00 1.580466198805616229e-02
1.146725471845963629e+00 1.579899690343626595e-02
1.142767703374040211e+00 1.585059671571152975e-02
1.138823594606781953e+00 1.577920025576942317e-02
1.134893098399558653e+00 1.587977760217852349e-02
1.130976167770452845e+00 1.579999030112425387e-02
1.127072755899699796e+00 1.572908684793678305e-02
1.123182816129126183e+00 1.575024934207834224e-02
1.119306301961593197e+00 1.576794923130334439e-02
1.115443167060440777e+00 1.573823932982730892e-02
1.111593365248933596e+00 1.578899102455278564e-02
1.107756850509709068e+00 1.571929990798493632e-02
1.103933576984227338e+00 1.567770137701108429e-02
1.100123498972222835e+00 1.570716730211203435e-02
1.096326570931159150e+00 1.566087760308165072e-02
1.092542747475682585e+00 1.564416150873632408e-02
1.088771983377081920e+00 1.556070602721144891e-02
1.085014233562746178e+00 1.550698730782382184e-02
1.081269453115626833e+00 1.548395835798379444e-02
1.077537597273700021e+00 1.548263600708124979e-02
1.073818621429432074e+00 1.548458348169833715e-02
1.070112481129246618e+00 1.547524874736519625e-02
1.066419132072992548e+00 1.547859173720454035e-02
1.062738530113414459e+00 1.547563415626340005e-02
1.059070631255625727e+00 1.550267023121221915e-02
1.055415391656582269e+00 1.548709561841274396e-02
1.051772767624557403e+00 1.549295548599447826e-02
1.048142715618621823e+00 1.549986469742618313e-02
1.044525192248120904e+00 1.550832699778431460e-02
1.040920154272157561e+00 1.551334879401929968e-02
1.037327558599074662e+00 1.551685655674120770e-02
1.033747362285940108e+00 1.553239906291231653e-02
1.030179522538033465e+00 1.553623022544688495e-02
1.026623996708334374e+00 1.556302865313677689e-02
1.023080742297013623e+00 1.559112116886642897e-02
1.019549716950923779e+00 1.557691907545554443e-02
1.016030878463093812e+00 1.556472013819779239e-02
1.012524184772224167e+00 1.556674898662741002e-02
1.009029593962184501e+00 1.557807475079130664e-02
1.005547064261512080e+00 1.560852598150641590e-02
1.002076554042913292e+00 1.558847760855763126e-02
9.986180218227644900e-01 1.561398572456419893e-02
9.951714262606181638e-01 1.561898212952863088e-02
9.917367261587071159e-01 1.562536734687708373e-02
9.883138804614532980e-01 1.562044817812578007e-02
9.849028482549762042e-01 1.567598620370284565e-02
9.815035887666034853e-01 1.566975800789078069e-02
9.781160613643850033e-01 1.565235668618823045e-02
9.747402255566062212e-01 1.564294294810449765e-02
9.713760409913038130e-01 1.566762388938931425e-02
9.680234674557843810e-01 1.564236835292662567e-02
9.646824648761423981e-01 1.564283580494259945e-02
9.613529933167831443e-01 1.562422328700751109e-02
9.580350129799434233e-01 1.563604967810370769e-02
9.547284842052168319e-01 1.561885288360647522e-02
9.514333674690795828e-01 1.562484952526129074e-02
9.481496233844181054e-01 1.562106328709021545e-02
9.448772127000578669e-01 1.561830141035062090e-02
9.416160963002947470e-01 1.565384411318594682e-02
9.383662352044269683e-01 1.563926116075851566e-02
9.351275905662896903e-01 1.567195269145535766e-02
9.319001236737901595e-01 1.567602116963373246e-02
9.286837959484450788e-01 1.571076252222482900e-02
9.254785689449199770e-01 1.553018648272921041e-02
9.222844043505689093e-01 1.546185666408901246e-02
9.191012639849770460e-01 1.550403357194556769e-02
9.159291097995042596e-01 1.548441260767434782e-02
9.127679038768297115e-01 1.546278385876324359e-02
9.096176084304995468e-01 1.543834373421298922e-02
9.064781858044744789e-01 1.545131570671985817e-02
9.033495984726801487e-01 1.545068268500331826e-02
9.002318090385583726e-01 1.547817018150658350e-02
8.971247802346199451e-01 1.547085593995661985e-02
8.940284749219998828e-01 1.548457793185445755e-02
8.909428560900120031e-01 1.547664468991814812e-02
8.878678868557084991e-01 1.544556715849426144e-02
8.848035304634381815e-01 1.543067308093899401e-02
8.817497502844059420e-01 1.543124929928119289e-02
8.787065098162369914e-01 1.542926177171883954e-02
8.756737726825390977e-01 1.543457154402146612e-02
8.726515026324686009e-01 1.543615173217936093e-02
8.696396635402963149e-01 1.544121021665953268e-02
8.666382194049767618e-01 1.544575368988278935e-02
8.636471343497165165e-01 1.544558764791146774e-02
8.606663726215465493e-01 1.544826277259293834e-02
8.576958985908940125e-01 1.544596748849461250e-02
8.547356767511573583e-01 1.545732483575901553e-02
8.517856717182803461e-01 1.545843525749198387e-02
8.488458482303309349e-01 1.546842227113013127e-02
8.459161711470787326e-01 1.547618777206411465e-02
8.429966054495742211e-01 1.547356364830688308e-02
8.400871162397323122e-01 1.546637678404247200e-02
8.371876687399134598e-01 1.547796831994764817e-02
8.342982282925079929e-01 1.546821110783010156e-02
8.314187603595231124e-01 1.547017698540873593e-02
8.285492305221686671e-01 1.546737062945616539e-02
8.256896044804463708e-01 1.546734045301188971e-02
8.228398480527401304e-01 1.547582195659976366e-02
8.199999271754067065e-01 1.547115274781902736e-02
8.171698079023693717e-01 1.547680315407635662e-02
8.143494564047111250e-01 1.547648188869627656e-02
8.115388389702714589e-01 1.549380161756499889e-02
8.087379220032424598e-01 1.546872914042269481e-02
8.059466720237676851e-01 1.545793810985280486e-02
8.031650556675422603e-01 1.545277877427408617e-02
8.003930396854131990e-01 1.545371697798878646e-02
7.976305909429827201e-01 1.545609559741873557e-02
7.948776764202123424e-01 1.545519482558757075e-02
7.921342632110268678e-01 1.546036806107397091e-02
7.894003185229230279e-01 1.546287634941150013e-02
7.866758096765755770e-01 1.546310089986639713e-02
7.839607041054481584e-01 1.546570428433696395e-02
7.812549693554032837e-01 1.546664657489607402e-02
7.785585730843143093e-01 1.547024205580117828e-02
7.758714830616794123e-01 1.547096482290803883e-02
7.731936671682356765e-01 1.547426436843477894e-02
7.705250933955758441e-01 1.547408426912175346e-02
7.678657298457650660e-01 1.547829232861850680e-02
7.652155447309600955e-01 1.548336551821097654e-02
7.625745063730290374e-01 1.548630150016348794e-02
7.599425832031728723e-01 1.548946522343117548e-02
7.573197437615479810e-01 1.549545526822993131e-02
7.547059566968904454e-01 1.549791356449315566e-02
7.521011907661403484e-01 1.550519654107492332e-02
7.495054148340697386e-01 1.550827553824986500e-02
7.469185978729090403e-01 1.550655242292729198e-02
7.443407089619774597e-01 1.550656695263188251e-02
7.417717172873123932e-01 1.550835948149555804e-02
7.392115921413013879e-01 1.550891639387852634e-02
7.366603029223155463e-01 1.551707174304961349e-02
7.341178191343432635e-01 1.551512261700788153e-02
7.315841103866254080e-01 1.552286163570198128e-02
7.290591463932929450e-01 1.551892700117454837e-02
7.265428969730043374e-01 1.552415874799677881e-02
7.240353320485846123e-01 1.552638613744839260e-02
7.215364216466665370e-01 1.553227675722290008e-02
7.190461358973314621e-01 1.553031781247849602e-02
7.165644450337531612e-01 1.555392400142958410e-02
7.140913193918412283e-01 1.552188332257363468e-02
7.116267294098871377e-01 1.552391355275199898e-02
7.091706456282106386e-01 1.552670983069017255e-02
7.067230386888071481e-01 1.552728362780757612e-02
7.042838793349980309e-01 1.552985868451975220e-02
7.018531384110794358e-01 1.552992537969371915e-02
6.994307868619747959e-01 1.553171229539672404e-02
6.970167957328873287e-01 1.553503176099672693e-02
6.946111361689536468e-01 1.553960012025644433e-02
6.922137794148991441e-01 1.554426306473558929e-02
6.898246968146941605e-01 1.554026532696189955e-02
6.874438598112112553e-01 1.554272788323519255e-02
6.850712399458843693e-01 1.554516568169607253e-02
6.827068088583683192e-01 1.554756903259855993e-02
6.803505382861995132e-01 1.555011901763098288e-02
6.780024000644588877e-01 1.555262175427675995e-02
6.756623661254343993e-01 1.555512131344180538e-02
6.733304084982861815e-01 1.555779936520263092e-02
6.710064993087119234e-01 1.555999117257705205e-02
6.686906107786136921e-01 1.556267125505696181e-02
6.663827152257657538e-01 1.556501567039516101e-02
6.640827850634841711e-01 1.556776810200112028e-02
6.617907928002964013e-01 1.557055369837127140e-02
6.595067110396133359e-01 1.557337278933788177e-02
6.572305124794011189e-01 1.557566535190143577e-02
6.549621699118556295e-01 1.557812607300294167e-02
6.527016562230764096e-01 1.558084540480303079e-02
6.504489443927432557e-01 1.558294284972597081e-02
6.482040074937928109e-01 1.558659375181555180e-02
6.459668186920969335e-01 1.558879722704551579e-02
6.437373512461417313e-01 1.558998814226495756e-02
6.415155785067082617e-01 1.559212553556229598e-02
6.393014739165535643e-01 1.559486407790666197e-02
6.370950110100935815e-01 1.559738100566922074e-02
6.348961634130865228e-01 1.559990875807251189e-02
6.327049048423176725e-01 1.560259796088445637e-02
6.305212091052856405e-01 1.560499175180924195e-02
6.283450500998885024e-01 1.560775241586706726e-02
6.261764018141126042e-01 1.561056205343716759e-02
6.240152383257208113e-01 1.561292643459494082e-02
6.218615338019436445e-01 1.561566994174157057e-02
6.197152624991695280e-01 1.561812919548977684e-02
6.175763987626374796e-01 1.562092640314769430e-02
6.154449170261309110e-01 1.562337198004654440e-02
6.133207918116708735e-01 1.562595372747726044e-02
6.112039977292130777e-01 1.562868218324010502e-02
6.090945094763428047e-01 1.563134138857917577e-02
6.069923018379737023e-01 1.563415869045864035e-02
6.048973496860456933e-01 1.563647359134097761e-02
6.028096279792246603e-01 1.563914647292065710e-02
6.007291117626035737e-01 1.564244828972310986e-02
5.986557761674037303e-01 1.564494508702583137e-02
5.965895964106779914e-01 1.564761776013279954e-02
5.945305477950134643e-01 1.565038568513301559e-02
5.924786057082378488e-01 1.565270201727257324e-02
5.904337456231240067e-01 1.565610534065817183e-02
5.883959430970974180e-01 1.565837654496434264e-02
5.863651737719436374e-01 1.566007824019375119e-02
5.843414133735175264e-01 1.566241502637760047e-02
5.823246377114527084e-01 1.566513633171279229e-02
5.803148226788725772e-01 1.566788893998590643e-02
5.783119442521024167e-01 1.567036615331049779e-02
5.763159784903816307e-01 1.567303805073412548e-02
5.743269015355783047e-01 1.567570099342412843e-02
5.723446896119033234e-01 1.567842376957641684e-02
5.703693190256267087e-01 1.568104535979530575e-02
5.684007661647941800e-01 1.568385494314379972e-02
5.664390074989447132e-01 1.568636547644544979e-02
5.644840195788299875e-01 1.568904399767944574e-02
5.625357790361328325e-01 1.569174118841440424e-02
5.605942625831897841e-01 1.569445018021856098e-02
5.586594470127105305e-01 1.569715935045664160e-02
5.567313091975020223e-01 1.569986413661934518e-02
5.548098260901916934e-01 1.570257116384212240e-02
5.528949747229519041e-01 1.570527095738549414e-02
5.509867322072251605e-01 1.570799831553800624e-02
5.490850757334508891e-01 1.571070071278867983e-02
5.471899825707925435e-01 1.571345818781837503e-02
5.453014300668660441e-01 1.571613898533181716e-02
5.434193956474691056e-01 1.571886397406675046e-02
5.415438568163110089e-01 1.572160848687526036e-02
5.396747911547442600e-01 1.572427451760022299e-02
5.378121763214959161e-01 1.572700129247769571e-02
5.359559900524011322e-01 1.572970728273510518e-02
5.341062101601370404e-01 1.573242221093299614e-02
5.322628145339568517e-01 1.573516751159391783e-02
5.304257811394265110e-01 1.573791566475685189e-02
5.285950880181605749e-01 1.574065562751311015e-02
5.267707132875599774e-01 1.574336804124839423e-02
5.249526351405507940e-01 1.574609532338349868e-02
5.231408318453227846e-01 1.574885307705059176e-02
5.213352817450707111e-01 1.575158289418511146e-02
5.195359632577344344e-01 1.575434996068979937e-02
5.177428548757415649e-01 1.575711366352717385e-02
5.159559351657502235e-01 1.575986504643263342e-02
5.141751827683925802e-01 1.576262328303937657e-02
5.124005763980202799e-01 1.576539101177399857e-02
5.106320948424488693e-01 1.576815546282403502e-02
5.088697169627055539e-01 1.577087828803788380e-02
5.071134216927754013e-01 1.577367272920374500e-02
5.053631880393500975e-01 1.577644439026987602e-02
5.036189950815770366e-01 1.577925609612190055e-02
5.018808219708089657e-01 1.578194000678469211e-02
5.001486479303548505e-01 1.578467119613280456e-02
4.984224522552318515e-01 1.578745067241784164e-02
4.967022143119175781e-01 1.579020348513450814e-02
4.949879135381033413e-01 1.579297861256988289e-02
4.932795294424482391e-01 1.579575371913373091e-02
4.915770416043349633e-01 1.579853066215786486e-02
4.898804296736248842e-01 1.580130886974427662e-02
4.881896733704154112e-01 1.580409115349264496e-02
4.865047524847969651e-01 1.580687413777562625e-02
4.848256468766120042e-01 1.580966312835983129e-02
4.831523364752138838e-01 1.581244606199786948e-02
4.814848012792270482e-01 1.581523848606530488e-02
4.798230213563082769e-01 1.581802956218679099e-02
4.781669768429078760e-01 1.582082497441409871e-02
4.765166479440327563e-01 1.582362058615548184e-02
4.748720149330091789e-01 1.582641383743819616e-02
4.732330581512477208e-01 1.582921599284382516e-02
4.715997580080079077e-01 1.583201089975605838e-02
4.699720949801637904e-01 1.583481434838310623e-02
4.683500496119712420e-01 1.583761685453420956e-02
4.667336025148346446e-01 1.584041898418546424e-02
4.651227343670757963e-01 1.584322372137966090e-02
4.635174259137026520e-01 1.584603179629603259e-02
4.619176579661788407e-01 1.584884067030975854e-02
4.603234114021949597e-01 1.585165205825594947e-02
4.587346671654396468e-01 1.585446731806424564e-02
4.571514062653718180e-01 1.585728351546246417e-02
4.555736097769935711e-01 1.586010472464154109e-02
4.540012588406241445e-01 1.586292234656737354e-02
4.524343346616745420e-01 1.586574434438750222e-02
4.508728185104224906e-01 1.586856625095266551e-02
4.493166917217891188e-01 1.587139475082004203e-02
4.477659356951154690e-01 1.587421916788683135e-02
4.462205318939401755e-01 1.587704735174137044e-02
4.446804618457779190e-01 1.587987691970214887e-02
4.431457071418988813e-01 1.588271145774551238e-02
4.416162494371083658e-01 1.588553876429581874e-02
4.400920704495276947e-01 1.588837142923524987e-02
4.385731519603754958e-01 1.589120666803521889e-02
4.370594758137503200e-01 1.589404368103748688e-02
4.355510239164130937e-01 1.589688316915691818e-02
4.340477782375712357e-01 1.589972484238368067e-02
4.325497208086632184e-01 1.590256838946086868e-02
4.310568337231431291e-01 1.590541400608788680e-02
4.295690991362674516e-01 1.590826108335381683e-02
4.280864992648814038e-01 1.591111029446022965e-02
4.266090163872061081e-01 1.591396109901945660e-02
4.251366328426271490e-01 1.591681416240572217e-02
4.236693310314834648e-01 1.591966803541584527e-02
4.222070934148567933e-01 1.592252406015014221e-02
4.207499025143618954e-01 1.592538131896852407e-02
4.192977409119379995e-01 1.592824065502205025e-02
4.178505912496404684e-01 1.593110139247982254e-02
4.164084362294330766e-01 1.593396410925001019e-02
4.149712586129816194e-01 1.593682877813747470e-02
4.135390412214476896e-01 1.593969516948350387e-02
4.121117669352831747e-01 1.594256351370900229e-02
4.106894186940258651e-01 1.594543374195969698e-02
4.092719794960955060e-01 1.594830566615198716e-02
4.078594323985902936e-01 1.595117944000863652e-02
4.064517605170848702e-01 1.595405533384539054e-02
4.050489470254278745e-01 1.595693270446522233e-02
4.036509751555413805e-01 1.595981172359398764e-02
4.022578281972201686e-01 1.596269308396398162e-02
4.008694894979319412e-01 1.596557608367204367e-02
3.994859424626185374e-01 1.596846070014826605e-02
3.981071705534972027e-01 1.597134720546429520e-02
