1.258925411794167282e+01 1.635537093149286997e-02 1.000000000000000082e-05
1.254580400345803248e+01 1.635315530587970467e-02 1.000000000000000082e-05
1.250250385119064056e+01 1.634295798437380293e-02 1.000000000000000082e-05
1.245935314356514034e+01 1.632290085859114045e-02 1.000000000000000082e-05
1.241635136479347246e+01 1.631910055350855107e-02 1.000000000000000082e-05
1.237349800086776241e+01 1.631880737252417238e-02 1.000000000000000082e-05
1.233079253955416199e+01 1.631072125067439468e-02 1.000000000000000082e-05
1.228823447038672256e+01 1.631891820678379318e-02 1.000000000000000082e-05
1.224582328466133241e+01 1.631811606568033673e-02 1.000000000000000082e-05
1.220355847542957051e+01 1.629661601013915675e-02 1.000000000000000082e-05
1.216143953749268647e+01 1.628282844205704988e-02 1.000000000000000082e-05
1.211946596739555915e+01 1.631188769811996869e-02 1.000000000000000082e-05
1.207763726342066590e+01 1.630311170341473131e-02 1.000000000000000082e-05
1.203595292558212293e+01 1.629745430665225162e-02 1.000000000000000082e-05
1.199441245561965097e+01 1.628770529117645749e-02 1.000000000000000082e-05
1.195301535699265827e+01 1.629696027161209315e-02 1.000000000000000082e-05
1.191176113487429689e+01 1.627248496834177161e-02 1.000000000000000082e-05
1.187064929614553144e+01 1.626793438705070524e-02 1.000000000000000082e-05
1.182967934938930377e+01 1.627318129209871789e-02 1.000000000000000082e-05
1.178885080488457326e+01 1.630580021082281630e-02 1.000000000000000082e-05
1.174816317460051884e+01 1.630226316856455207e-02 1.000000000000000082e-05
1.170761597219068051e+01 1.627400770380381737e-02 1.000000000000000082e-05
1.166720871298719509e+01 1.627243509606397798e-02 1.000000000000000082e-05
1.162694091399492891e+01 1.626415571065177937e-02 1.000000000000000082e-05
1.158681209388574906e+01 1.627666483954771232e-02 1.000000000000000082e-05
1.154682177299276624e+01 1.627390492299135918e-02 1.000000000000000082e-05
1.150696947330458286e+01 1.625086200079072646e-02 1.000000000000000082e-05
1.146725471845963007e+01 1.628131747868075477e-02 1.000000000000000082e-05
1.142767703374039989e+01 1.624161102979631427e-02 1.000000000000000082e-05
1.138823594606782130e+01 1.624753329905965007e-02 1.000000000000000082e-05
1.134893098399558831e+01 1.628434258643875546e-02 1.000000000000000082e-05
1.130976167770452356e+01 1.627307066619082879e-02 1.000000000000000082e-05
1.127072755899699530e+01 1.625457656236256251e-02 1.000000000000000082e-05
1.123182816129126138e+01 1.625261494683969202e-02 1.000000000000000082e-05
1.119306301961593242e+01 1.628211337501024591e-02 1.000000000000000082e-05
1.115443167060441176e+01 1.626091204038264404e-02 1.000000000000000082e-05
1.111593365248933019e+01 1.624752888299784565e-02 1.000000000000000082e-05
1.107756850509708713e+01 1.626163322833685393e-02 1.000000000000000082e-05
1.103933576984227116e+01 1.628276674782346695e-02 1.000000000000000082e-05
1.100123498972222968e+01 1.628380928102798192e-02 1.000000000000000082e-05
1.096326570931159239e+01 1.625560762209219204e-02 1.000000000000000082e-05
1.092542747475681963e+01 1.627467207552923262e-02 1.000000000000000082e-05
1.088771983377081476e+01 1.626157354424410950e-02 1.000000000000000082e-05
1.085014233562746178e+01 1.624873447170495019e-02 1.000000000000000082e-05
1.081269453115626789e+01 1.624349124564425720e-02 1.000000000000000082e-05
1.077537597273700243e+01 1.629229264879556230e-02 1.000000000000000082e-05
1.073818621429431452e+01 1.626131970621576966e-02 1.000000000000000082e-05
1.070112481129246262e+01 1.626964093610703058e-02 1.000000000000000082e-05
1.066419132072992326e+01 1.626356402111639454e-02 1.000000000000000082e-05
